School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP,Ach_PCTL,Year
Weymouth - Academy Avenue,3360005,MATH,          58,33,           8,5,          50,28,          99,56,          19,11,         176,98,492.5,30.6,          44,,2021
Weymouth - Academy Avenue,3360005,SCI,          22,47,           0,0,          22,47,          18,38,           7,15,          47,98,494.6,,,,2021
Weymouth - Frederick C Murphy,3360050,ELA,          68,54,           8,6,          60,48,          41,33,          16,13,         125,98,498.8,26.8,          45,,2021
Weymouth - Frederick C Murphy,3360050,MATH,          46,37,           4,3,          42,34,          59,47,          20,16,         125,98,491.6,34.2,          45,,2021
Weymouth - Frederick C Murphy,3360050,SCI,          19,41,           3,7,          16,35,          22,48,           5,11,          46,100,497.0,,,,2021
Weymouth - Lawrence W Pingree,3360065,ELA,          48,48,           6,6,          42,42,          45,45,           6,6,          99,100,499.5,45.2,          30,,2021
Weymouth - Lawrence W Pingree,3360065,MATH,          31,31,           4,4,          27,27,          53,54,          15,15,          99,100,492.9,47.5,          30,,2021
Weymouth - Lawrence W Pingree,3360065,SCI,          20,67,           8,27,          12,40,           9,30,           1,3,          30,100,511.5,,,,2021
Weymouth - Ralph Talbot,3360085,ELA,          60,48,           6,5,          54,44,          52,42,          12,10,         124,99,496.0,31.0,          41,,2021
Weymouth - Ralph Talbot,3360085,MATH,          43,35,           5,4,          38,31,          62,50,          18,15,         123,98,491.2,49.1,          40,,2021
Weymouth - Ralph Talbot,3360085,SCI,          23,48,           1,2,          22,46,          20,42,           5,10,          48,98,495.9,,,,2021
Weymouth - Thomas V Nash,3360060,ELA,          56,53,           5,5,          51,48,          35,33,          15,14,         106,100,499.5,28.7,          38,,2021
Weymouth - Thomas V Nash,3360060,MATH,          47,44,           5,5,          42,40,          36,34,          23,22,         106,100,496.0,34.3,          38,,2021
Weymouth - Thomas V Nash,3360060,SCI,          13,32,           1,2,          12,29,          20,49,           8,20,          41,100,492.0,,,,2021
Weymouth - Thomas W. Hamilton Primary School,3360105,ELA,         102,55,          16,9,          86,46,          67,36,          17,9,         186,100,499.0,27.0,          62,,2021
Weymouth - Thomas W. Hamilton Primary School,3360105,MATH,          90,48,          18,10,          72,39,          72,39,          24,13,         186,100,499.2,24.0,          62,,2021
Weymouth - Thomas W. Hamilton Primary School,3360105,SCI,          29,43,           6,9,          23,34,          30,44,           9,13,          68,100,495.8,,,,2021
Weymouth - Wessagusset,3360110,ELA,          65,42,           8,5,          57,37,          72,47,          17,11,         154,100,496.3,27.6,          47,,2021
Weymouth - Wessagusset,3360110,MATH,          36,23,           1,1,          35,23,          93,60,          25,16,         154,100,487.3,26.5,          46,,2021
Weymouth - Wessagusset,3360110,SCI,          24,46,           1,2,          23,44,          22,42,           6,12,          52,100,496.6,,,,2021
Weymouth - Weymouth High School,3360505,ELA,         130,31,          13,3,         117,28,         203,49,          83,20,         416,98,489.5,30.8,         390,,2021
Weymouth - Weymouth High School,3360505,MATH,          94,23,           7,2,          87,21,         244,59,          78,19,         416,98,486.4,29.0,         390,,2021
Weymouth - Weymouth High School,3360505,SCI,          84,26,           5,2,          79,25,         164,51,          74,23,         322,97,487.8,,,,2021
Weymouth - William Seach,3360080,ELA,          55,33,           4,2,          51,30,          80,47,          34,20,         169,99,488.1,25.9,          43,,2021
Weymouth - William Seach,3360080,MATH,          28,17,           5,3,          23,14,          64,38,          75,45,         167,98,475.8,20.7,          42,,2021
Weymouth - William Seach,3360080,SCI,          15,31,           2,4,          13,27,          24,49,          10,20,          49,96,490.5,,,,2021
Whately - Whately Elementary,3370005,ELA,          33,63,          13,25,          20,38,          16,31,           3,6,          52,98,508.1,51.1,          25,,2021
Whately - Whately Elementary,3370005,MATH,          25,47,           3,6,          22,42,          21,40,           7,13,          53,100,496.6,30.6,          25,,2021
Whately - Whately Elementary,3370005,SCI,           6,60,           2,20,           4,40,           4,40,           0,0,          10,91,508.0,,,,2021
Whitman-Hanson - Hanson Middle School,7800315,ELA,         185,43,          26,6,         159,37,         193,45,          55,13,         433,97,495.9,34.5,         416,,2021
Whitman-Hanson - Hanson Middle School,7800315,MATH,         119,27,           6,1,         113,26,         248,57,          66,15,         433,97,489.6,33.0,         415,,2021
Whitman-Hanson - Hanson Middle School,7800315,SCI,          93,43,          13,6,          80,37,          94,44,          29,13,         216,98,495.9,,,,2021
Whitman-Hanson - Indian Head,7800035,ELA,          94,48,          13,7,          81,42,          87,45,          13,7,         194,98,499.2,,,,2021
Whitman-Hanson - Indian Head,7800035,MATH,          64,33,           4,2,          60,31,          91,47,          40,21,         195,99,488.6,,,,2021
Whitman-Hanson - John H Duval,7800030,ELA,         102,53,          21,11,          81,42,          73,38,          18,9,         193,93,501.3,40.5,          64,,2021
Whitman-Hanson - John H Duval,7800030,MATH,          69,35,           7,4,          62,32,          89,46,          37,19,         195,94,490.9,44.0,          63,,2021
Whitman-Hanson - John H Duval,7800030,SCI,          28,43,           1,2,          27,42,          29,45,           8,12,          65,96,494.2,,,,2021
Whitman-Hanson - Louise A Conley,7800010,ELA,         140,53,          29,11,         111,42,         109,42,          13,5,         262,97,502.6,43.4,          90,,2021
Whitman-Hanson - Louise A Conley,7800010,MATH,          91,35,           4,2,          87,33,         138,53,          33,13,         262,97,491.5,38.1,          90,,2021
Whitman-Hanson - Louise A Conley,7800010,SCI,          41,45,           3,3,          38,42,          39,43,          11,12,          91,98,496.5,,,,2021
Whitman-Hanson - Whitman Middle,7800310,ELA,         265,51,          39,8,         226,44,         187,36,          63,12,         515,96,499.0,35.5,         504,,2021
Whitman-Hanson - Whitman Middle,7800310,MATH,         180,35,          10,2,         170,33,         264,51,          75,14,         519,97,491.5,29.7,         509,,2021
Whitman-Hanson - Whitman Middle,7800310,SCI,          84,44,          16,8,          68,35,          88,46,          21,11,         193,98,497.1,,,,2021
Williamsburg - Anne T. Dunphy School,3400020,ELA,          45,70,          11,17,          34,53,          15,23,           4,6,          64,89,510.9,52.6,          34,,2021
Williamsburg - Anne T. Dunphy School,3400020,MATH,          29,45,           4,6,          25,38,          29,45,           7,11,          65,90,498.4,33.4,          35,,2021
Williamsburg - Anne T. Dunphy School,3400020,SCI,          11,52,           0,0,          11,52,           8,38,           2,10,          21,81,499.3,,,,2021
Wilmington - North Intermediate,3420060,ELA,         149,62,          13,5,         136,57,          82,34,           8,3,         239,98,503.6,36.0,         129,,2021
Wilmington - North Intermediate,3420060,MATH,         102,43,          10,4,          92,38,         118,49,          19,8,         239,98,495.6,35.4,         131,,2021
Wilmington - North Intermediate,3420060,SCI,          67,51,          11,8,          56,43,          56,43,           8,6,         131,98,501.1,,,,2021
Wilmington - Shawsheen Elementary,3420025,ELA,          64,65,          11,11,          53,54,          33,33,           2,2,          99,94,507.5,,,,2021
Wilmington - Shawsheen Elementary,3420025,MATH,          54,55,           7,7,          47,47,          35,35,          10,10,          99,94,500.6,,,,2021
Wilmington - West Intermediate,3420080,ELA,         128,66,          12,6,         116,60,          58,30,           7,4,         193,90,504.7,42.0,         101,,2021
Wilmington - West Intermediate,3420080,MATH,          97,50,          12,6,          85,44,          83,43,          14,7,         194,91,499.4,43.3,         102,,2021
Wilmington - West Intermediate,3420080,SCI,          56,54,          13,13,          43,42,          39,38,           8,8,         103,90,503.3,,,,2021
Wilmington - Wilmington Middle School,3420330,ELA,         318,49,          31,5,         287,44,         257,39,          79,12,         654,93,498.0,34.0,         638,,2021
Wilmington - Wilmington Middle School,3420330,MATH,         312,48,          37,6,         275,42,         290,44,          54,8,         656,93,498.9,28.1,         639,,2021
Wilmington - Wilmington Middle School,3420330,SCI,          95,48,          12,6,          83,42,          88,44,          16,8,         199,92,498.2,,,,2021
Wilmington - Woburn Street,3420020,ELA,          88,70,          20,16,          68,54,          36,29,           2,2,         126,91,509.1,,,,2021
Wilmington - Woburn Street,3420020,MATH,          52,42,           8,6,          44,35,          57,46,          16,13,         125,91,496.1,,,,2021
Winchendon - Murdock Middle School,3430315,ELA,          80,31,           6,2,          74,29,         121,47,          54,21,         255,98,489.8,42.4,         236,,2021
Winchendon - Murdock Middle School,3430315,MATH,          40,16,           1,0,          39,15,         149,58,          66,26,         255,98,482.7,33.9,         236,,2021
Winchendon - Murdock Middle School,3430315,SCI,          24,32,           1,1,          23,31,          43,57,           8,11,          75,99,492.9,,,,2021
Winchendon - Toy Town Elementary,3430050,ELA,          93,35,           9,3,          84,32,         142,54,          27,10,         262,95,493.1,30.1,          76,,2021
Winchendon - Toy Town Elementary,3430050,MATH,          28,11,           2,1,          26,10,         146,56,          87,33,         261,94,477.4,25.0,          77,,2021
